3958 607 1
607 3958 1
607 3039 1
3039 607 1
607 2654 1
2654 607 1
4833 607 1
607 4833 1
607 848 1
848 607 1
3824 607 1
607 3824 1
4421 607 1
607 4421 1
607 196 1
196 607 1
2993 607 1
607 2993 1
607 1347 1
1347 607 1
2360 4674 1
4674 2360 1
4555 2360 1
2360 4555 1
3329 1172 1
1172 3329 1
2710 1172 1
1172 2710 1
1172 4017 1
4017 1172 1
5311 1172 1
1172 5311 1
1172 947 1
947 1172 1
1172 5146 1
5146 1172 1
2060 1172 1
1172 2060 1
412 1172 1
1172 412 1
1172 2930 1
2930 1172 1
4812 1172 1
1172 4812 1
3851 1172 1
1172 3851 1
1172 4105 1
4105 1172 1
1172 5260 1
5260 1172 1
1172 1707 1
1707 1172 1
820 1172 1
1172 820 1
4912 1172 1
1172 4912 1
1172 536 1
536 1172 1
1172 970 1
970 1172 1
488 4954 1
4954 488 1
935 488 1
488 935 1
488 5087 1
5087 488 1
5197 488 1
488 5197 1
1319 488 1
488 1319 1
488 4690 1
4690 488 1
1652 488 1
488 1652 1
488 1693 1
1693 488 1
488 3824 1
3824 488 1
4421 488 1
488 4421 1
488 2617 1
2617 488 1
3068 488 1
488 3068 1
1475 488 1
488 1475 1
488 1529 1
1529 488 1
488 615 1
615 488 1
5277 488 1
488 5277 1
488 4880 1
4880 488 1
2654 2498 1
2498 2654 1
3185 2498 1
2498 3185 1
848 2498 1
2498 848 1
4735 2498 1
2498 4735 1
1202 2498 1
2498 1202 1
2498 1347 1
1347 2498 1
1673 602 1
602 1673 1
2788 602 1
602 2788 1
602 2723 1
2723 602 1
602 1043 1
1043 602 1
602 5232 1
5232 602 1
602 1970 1
1970 602 1
2231 602 1
602 2231 1
602 1813 1
1813 602 1
3459 602 1
602 3459 1
2684 602 1
602 2684 1
602 2282 1
2282 602 1
2289 602 1
602 2289 1
602 1470 1
1470 602 1
3424 602 1
602 3424 1
602 5128 1
5128 602 1
5140 602 1
602 5140 1
602 357 1
357 602 1
602 1670 1
1670 602 1
602 5015 1
5015 602 1
602 3026 1
3026 602 1
602 2035 1
2035 602 1
2203 602 1
602 2203 1
72 602 1
602 72 1
539 602 1
602 539 1
4471 602 1
602 4471 1
4942 602 1
602 4942 1
594 5210 1
5210 594 1
3529 594 1
594 3529 1
3416 594 1
594 3416 1
4523 594 1
594 4523 1
594 232 1
232 594 1
3815 594 1
594 3815 1
4714 594 1
594 4714 1
1958 594 1
594 1958 1
1693 594 1
594 1693 1
594 5105 1
5105 594 1
594 2253 1
2253 594 1
1107 594 1
594 1107 1
4304 594 1
594 4304 1
594 1973 1
1973 594 1
5146 21 1
21 5146 1
1772 21 1
21 1772 1
1545 1572 1
1572 1545 1
3844 1545 1
1545 3844 1
1545 271 1
271 1545 1
1545 1608 1
1608 1545 1
1487 1545 1
1545 1487 1
1545 2060 1
2060 1545 1
1545 4510 1
4510 1545 1
1545 2259 1
2259 1545 1
4286 1545 1
1545 4286 1
352 1545 1
1545 352 1
1776 1545 1
1545 1776 1
1545 2779 1
2779 1545 1
5257 1545 1
